Name,Email,Location (City),Location (State),Location (Country),Type of Investor,Stage: Investment Thesis,Sector: Investment Thesis,LinkedIn,Website,Fund,Priority Tier,Thesis Match Score,Why This Investor is a Fit,Warm Intro Path,Relationship Strength,Status,Suggested Angle,Speed of Close,Likelihood
Operators Fund (AngelList),,US,,US,Syndicate,Pre-Seed to Seed,Enterprise / SaaS / Consumer,,https://angellist.com,angellist.com,Tier 4 - Syndicate,8/10,Syndicate focused on Enterprise / SaaS / Consumer. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Novo Holdings Angel Investments,,Copenhagen,,Europe,Syndicate,Pre-Seed to Series A,Biotech / Life Sciences / Health,https://linkedin.com/company/novo-holdings,https://novoholdings.dk,novoholdings.dk,Tier 4 - Syndicate,7/10,Syndicate focused on Biotech / Life Sciences / Health. Stage: Pre-Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Wischoff Ventures Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,SaaS / Consumer / Enterprise,https://linkedin.com/in/adamwischoff,https://angellist.com,angellist.com,Tier 4 - Syndicate,8/10,Syndicate focused on SaaS / Consumer / Enterprise. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Calm Company Fund,,US,,US,Syndicate,Pre-Seed to Seed,Bootstrapped / Calm Companies / SaaS,https://linkedin.com/company/calm-fund,https://calmfund.com,calmfund.com,Tier 4 - Syndicate,8/10,Syndicate focused on Bootstrapped / Calm Companies / SaaS. Stage: Pre-Seed to Seed. Check: $50K-$250K.,Apply: https://calmfund.com,None,Not Contacted,,Medium,Medium
Unpopular Ventures,,US,,US,Syndicate,Pre-Seed to Seed,Contrarian / Tech / Consumer,https://linkedin.com/in/peterborkin,https://unpopular.vc,unpopular.vc,Tier 4 - Syndicate,7/10,Syndicate focused on Contrarian / Tech / Consumer. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://unpopular.vc,None,Not Contacted,,Medium,Medium
Precursor Ventures Scout Program,,San Francisco,CA,US,Syndicate,Pre-Seed,Consumer / Mobile / Enterprise,https://linkedin.com/company/precursor-ventures,https://precursorvc.com,precursorvc.com,Tier 4 - Syndicate,8/10,Syndicate focused on Consumer / Mobile / Enterprise. Stage: Pre-Seed. Check: $10K-$50K.,Apply: https://precursorvc.com,None,Not Contacted,,Medium,Medium
XFactor Ventures,,US,,US,Syndicate,Pre-Seed to Seed,Female Founders / Consumer / Enterprise,https://linkedin.com/company/xfactor-ventures,https://xfactor.ventures,xfactor.ventures,Tier 4 - Syndicate,8/10,Syndicate focused on Female Founders / Consumer / Enterprise. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://xfactor.ventures,None,Not Contacted,,Medium,Medium
Sequoia Scout Program,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Enterprise / Consumer,https://linkedin.com/company/sequoia-capital,https://sequoiacap.com,sequoiacap.com,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Enterprise / Consumer. Stage: Pre-Seed to Seed. Check: $25K-$100K.,Apply: https://sequoiacap.com,None,Not Contacted,,Slow,Low-Medium
Notation Capital Scout Program,,New York,NY,US,Syndicate,Pre-Seed,Tech / Enterprise / Consumer,https://linkedin.com/company/notation-capital,https://notation.vc,notation.vc,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Enterprise / Consumer. Stage: Pre-Seed. Check: $10K-$50K.,Apply: https://notation.vc,None,Not Contacted,,Medium,Medium
South Park Commons,,San Francisco,CA,US,Syndicate,Pre-Seed to Seed,Deep Tech / AI / Research,https://linkedin.com/company/south-park-commons,https://southparkcommons.com,southparkcommons.com,Tier 4 - Syndicate,8/10,Syndicate focused on Deep Tech / AI / Research. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://southparkcommons.com,None,Not Contacted,,Medium,Medium
Backbone Angels,,US,,US,Syndicate,Pre-Seed to Seed,Diverse Founders / Tech / Consumer,https://linkedin.com/company/backbone-angels,https://backboneangels.com,backboneangels.com,Tier 4 - Syndicate,7/10,Syndicate focused on Diverse Founders / Tech / Consumer. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://backboneangels.com,None,Not Contacted,,Medium,Medium
Techstars Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,Tech / Diverse Sectors,https://linkedin.com/company/techstars,https://angellist.com,angellist.com,Tier 4 - Syndicate,7/10,Syndicate focused on Tech / Diverse Sectors. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
500 Global Syndicate,,Global,,US,Syndicate,Pre-Seed to Seed,Tech / Consumer / Fintech,https://linkedin.com/company/500-global,https://500.co,500.co,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Consumer / Fintech. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://500.co,None,Not Contacted,,Slow,Low-Medium
Everywhere Ventures (formerly Community Fund),,US,,US,Syndicate,Pre-Seed to Seed,Consumer / Community / Creator,https://linkedin.com/company/everywhere-vc,https://everywhere.vc,everywhere.vc,Tier 4 - Syndicate,7/10,Syndicate focused on Consumer / Community / Creator. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://everywhere.vc,None,Not Contacted,,Medium,Medium
Scout Fund (First Round Capital),,US,,US,Syndicate,Pre-Seed to Seed,Tech / Consumer / Enterprise,https://linkedin.com/company/first-round-capital,https://firstround.com,firstround.com,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Seed. Check: $25K-$100K.,Apply: https://firstround.com,None,Not Contacted,,Slow,Low-Medium
Maple VC (Canadian Angels),,Canada,,US,Syndicate,Pre-Seed to Seed,Tech / Consumer / SaaS,https://linkedin.com/company/maple-vc,https://maple.vc,maple.vc,Tier 4 - Syndicate,8/10,Syndicate focused on Tech / Consumer / SaaS. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://maple.vc,None,Not Contacted,,Medium,Medium
Mandela Schumacher-Hodge Dixon,,Oakland,CA,US,Individual Angel,Pre-Seed to Seed,Impact / Diverse Founders / Consumer,https://linkedin.com/in/mandelashd,https://allraise.org,allraise.org,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Impact / Diverse Founders / Consumer. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Marlon Nichols,,Los Angeles,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / Deep Tech,https://linkedin.com/in/marlonnichols,https://macventurecapital.com,macventurecapital.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Deep Tech. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://macventurecapital.com,None,Not Contacted,,Medium,Medium
Adrian Fenty,,Washington DC,DC,US,Individual Angel,Pre-Seed to Seed,Consumer / GovTech / Urban Tech,https://linkedin.com/in/adrianfenty,https://macventurecapital.com,macventurecapital.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / GovTech / Urban Tech. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Freada Kapor Klein,,Oakland,CA,US,Individual Angel,Pre-Seed to Seed,Impact / Diverse Founders / EdTech,https://linkedin.com/in/fkaborkin,https://kaporcapital.com,kaporcapital.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Impact / Diverse Founders / EdTech. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://kaporcapital.com,None,Not Contacted,,Medium,Medium
Mitch Kapor,,Oakland,CA,US,Individual Angel,Pre-Seed to Seed,Impact / Enterprise / EdTech,https://linkedin.com/in/mitchkapor,https://kaporcapital.com,kaporcapital.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Impact / Enterprise / EdTech. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://kaporcapital.com,None,Not Contacted,,Medium,Medium
Tristan Walker,,Atlanta,GA,US,Individual Angel,Pre-Seed to Seed,Consumer / DTC / Health & Beauty,https://linkedin.com/in/tristanwalker,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / DTC / Health & Beauty. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Lisa Lambert,,San Jose,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / AI / Infrastructure,https://linkedin.com/in/lisalambert,https://nvidiaventures.com,nvidiaventures.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Enterprise / AI / Infrastructure. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Kesha Cash,,Oakland,CA,US,Individual Angel,Pre-Seed to Seed,Impact / Consumer / Diverse Founders,https://linkedin.com/in/keshacash,https://impact-america.com,impact-america.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Impact / Consumer / Diverse Founders. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://impact-america.com,None,Not Contacted,,Medium,Medium
Angela Lee,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Consumer / EdTech / Social Impact,https://linkedin.com/in/angelalee,https://37angels.com,37angels.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / EdTech / Social Impact. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://37angels.com,None,Not Contacted,,Medium,Medium
Loretta McCarthy,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Consumer / Health / Retail,https://linkedin.com/in/lorettamccarthy,https://goldenseeds.com,goldenseeds.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Health / Retail. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://goldenseeds.com,None,Not Contacted,,Medium,Medium
Leslie Feinzaig,,Seattle,WA,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / Female Founders,https://linkedin.com/in/lesliefeinzaig,https://femalefoundersalliance.org,femalefoundersalliance.org,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Female Founders. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://femalefoundersalliance.org,None,Not Contacted,,Medium,Medium
Laura Huang,,Boston,MA,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / AI,https://linkedin.com/in/laurahuang,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / AI. Stage: Pre-Seed to Seed. Check: $10K-$50K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Nathalie Molina Niño,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Impact / Consumer / LatAm,https://linkedin.com/in/nathaliemolinanino,https://buentipa.com,buentipa.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Impact / Consumer / LatAm. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Samara Mejia Hernandez,,Chicago,IL,US,Individual Angel,Pre-Seed to Seed,Consumer / Fintech / LATAM,https://linkedin.com/in/samaramejia,https://chingonventures.com,chingonventures.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Fintech / LATAM. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://chingonventures.com,None,Not Contacted,,Medium,Medium
Brittany Davis,,Atlanta,GA,US,Individual Angel,Pre-Seed to Seed,Consumer / Health / Diverse Founders,https://linkedin.com/in/brittanydavis,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Health / Diverse Founders. Stage: Pre-Seed to Seed. Check: $10K-$50K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Andrea Barrica,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Sexual Health / Female,https://linkedin.com/in/andreabarrica,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Sexual Health / Female. Stage: Pre-Seed to Seed. Check: $5K-$50K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Pocket Sun,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Female Founders / Consumer / Health,https://linkedin.com/in/pocketsun,https://sogalventures.com,sogalventures.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Female Founders / Consumer / Health. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://sogalventures.com,None,Not Contacted,,Medium,Medium
Clearco (Andrew D'Souza),,Toronto,,Canada,Syndicate,Pre-Seed to Seed,E-commerce / DTC / SaaS,https://linkedin.com/in/andrewdsouza,https://clear.co,clear.co,Tier 4 - Syndicate,8/10,Syndicate focused on E-commerce / DTC / SaaS. Stage: Pre-Seed to Seed. Check: $10K-$10M (revenue-based).,Apply: https://clear.co,None,Not Contacted,,Medium,Medium
Benjamin Grubbs,,Los Angeles,CA,US,Individual Angel,Pre-Seed to Seed,Creator Economy / Media / Consumer,https://linkedin.com/in/benjamingrubbs,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Creator Economy / Media / Consumer. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Sarah Chen,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Fintech / AI / Enterprise,https://linkedin.com/in/sarahchen,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Fintech / AI / Enterprise. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Tiffany Zhong,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Gen Z / Social,https://linkedin.com/in/tiffanyzhong,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Gen Z / Social. Stage: Pre-Seed to Seed. Check: $5K-$50K.,Research needed,None,Not Contacted,,Medium,Medium
Elizabeth Yin,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,SaaS / Consumer / Diverse Founders,https://linkedin.com/in/elizabethyin,https://hustlefund.vc,hustlefund.vc,Tier 5 - Diversity Focus,8/10,Individual Angel focused on SaaS / Consumer / Diverse Founders. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://hustlefund.vc,None,Not Contacted,,Medium,Medium
Eric Bahn,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Fintech / Diverse Founders,https://linkedin.com/in/ericbahn,https://hustlefund.vc,hustlefund.vc,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Fintech / Diverse Founders. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://hustlefund.vc,None,Not Contacted,,Medium,Medium
Obi Felten,,London,,UK,Individual Angel,Pre-Seed to Seed,Deep Tech / Moonshots / Health,https://linkedin.com/in/obifelten,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Deep Tech / Moonshots / Health. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Reshma Saujani,,New York,NY,US,Individual Angel,Pre-Seed to Seed,EdTech / Female Founders / Social Impact,https://linkedin.com/in/reshmasaujani,https://girlswhocode.com,girlswhocode.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on EdTech / Female Founders / Social Impact. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Leila Janah,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Impact / AI / Social Enterprise,https://linkedin.com/in/ljanah,https://samagroup.org,samagroup.org,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Impact / AI / Social Enterprise. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Stacy Brown-Philpot,,Oakland,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / Marketplace,https://linkedin.com/in/stacybrownphilpot,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Marketplace. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Wayne Chang,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Crypto / Social,https://linkedin.com/in/waynechang,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Crypto / Social. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Paul Buccheit,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / AI / Developer Tools,https://linkedin.com/in/paulbuccheit,,,Tier 2 - Super Angel,8/10,Individual Angel focused on Consumer / AI / Developer Tools. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Jessica Livingston,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Tech / Consumer / Enterprise,https://linkedin.com/in/jessicalivingston,https://ycombinator.com,ycombinator.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Tech / Consumer / Enterprise. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Brad Feld,,Boulder,CO,US,Individual Angel,Seed to Series A,Tech / Enterprise / SaaS,https://linkedin.com/in/bfeld,https://foundrygroup.com,foundrygroup.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Tech / Enterprise / SaaS. Stage: Seed to Series A. Check: $25K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
David Cohen,,Boulder,CO,US,Individual Angel,Pre-Seed to Seed,Tech / Diverse Sectors,https://linkedin.com/in/davidgcohen,https://techstars.com,techstars.com,Tier 2 - Super Angel,7/10,Individual Angel focused on Tech / Diverse Sectors. Stage: Pre-Seed to Seed. Check: $10K-$250K.,Apply: https://techstars.com,None,Not Contacted,,Medium,Medium
Kanyi Maqubela,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Health / Impact,https://linkedin.com/in/kanyimaqubela,https://kindredvc.com,kindredvc.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Health / Impact. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://kindredvc.com,None,Not Contacted,,Medium,Medium
Ben Casnocha,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / Consumer / Books,https://linkedin.com/in/casnocha,,,Tier 2 - Super Angel,8/10,Individual Angel focused on Enterprise / Consumer / Books. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Chris Yeh,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / Consumer / Growth,https://linkedin.com/in/chrisyeh,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Enterprise / Consumer / Growth. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Caterina Fake,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Social / AI,https://linkedin.com/in/caterinafake,https://yesvc.com,yesvc.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Social / AI. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Stewart Butterfield,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / Consumer / Gaming,https://linkedin.com/in/saborkin,,,Tier 2 - Super Angel,8/10,Individual Angel focused on Enterprise / Consumer / Gaming. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Tony Fadell,,Paris,,US,Individual Angel,Pre-Seed to Seed,Hardware / IoT / Climate,https://linkedin.com/in/tonyfadell,https://futuresha.pe,futuresha.pe,Tier 2 - Super Angel,7/10,Individual Angel focused on Hardware / IoT / Climate. Stage: Pre-Seed to Seed. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Biz Stone,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Social / Media,https://linkedin.com/in/bizstone,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Consumer / Social / Media. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Mike Krieger,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Social / Design,https://linkedin.com/in/mikekrieger,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Consumer / Social / Design. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Kevin Systrom,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Social / AI,https://linkedin.com/in/kevinsystrom,,,Tier 2 - Super Angel,8/10,Individual Angel focused on Consumer / Social / AI. Stage: Pre-Seed to Seed. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Jan Koum,,San Francisco,CA,US,Individual Angel,Seed to Series A,Consumer / Privacy / Messaging,https://linkedin.com/in/jankoum,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Consumer / Privacy / Messaging. Stage: Seed to Series A. Check: $100K-$5M.,Research needed,None,Not Contacted,,Slow,Low-Medium
Dustin Moskovitz,,San Francisco,CA,US,Individual Angel,Seed to Series A,Enterprise / Productivity / Impact,https://linkedin.com/in/dustinmoskovitz,https://openphilanthropy.org,openphilanthropy.org,Tier 2 - Super Angel,8/10,Individual Angel focused on Enterprise / Productivity / Impact. Stage: Seed to Series A. Check: $100K-$5M.,Research needed,None,Not Contacted,,Slow,Low-Medium
Sheryl Sandberg,,Menlo Park,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / Female Founders,https://linkedin.com/in/sherylsandberg,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Female Founders. Stage: Pre-Seed to Seed. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Hosain Rahman,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Hardware / IoT / Health,https://linkedin.com/in/hosainrahman,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Hardware / IoT / Health. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Justin Waldron,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Gaming / Consumer / Social,https://linkedin.com/in/justinwaldron,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Gaming / Consumer / Social. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Mark Pincus,,San Francisco,CA,US,Individual Angel,Seed to Series A,Gaming / Consumer / Social,https://linkedin.com/in/markpincus,,,Tier 2 - Super Angel,7/10,Individual Angel focused on Gaming / Consumer / Social. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Othman Laraki,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Health / AI / Consumer,https://linkedin.com/in/othmanlaraki,,,Tier 2 - Super Angel,8/10,Individual Angel focused on Health / AI / Consumer. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Alfred Lin,,San Francisco,CA,US,Individual Angel,Seed to Series A,Consumer / Enterprise / Marketplace,https://linkedin.com/in/alin,https://sequoiacap.com,sequoiacap.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Marketplace. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Cyan Banister (Long Journey Ventures),,US,,US,Individual Angel,Pre-Seed to Seed,Frontier Tech / AI / Consumer,https://linkedin.com/in/cyanbanister,https://longjourney.vc,longjourney.vc,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Frontier Tech / AI / Consumer. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Howard Morgan,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Tech / Enterprise / AI,https://linkedin.com/in/howardmorgan,https://brventures.com,brventures.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Tech / Enterprise / AI. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://brventures.com,None,Not Contacted,,Medium,Medium
Josh Kopelman,,Philadelphia,PA,US,Individual Angel,Seed to Series A,Consumer / Enterprise / Marketplace,https://linkedin.com/in/jkopelman,https://firstround.com,firstround.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Consumer / Enterprise / Marketplace. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Howard Lindzon,,San Diego,CA,US,Individual Angel,Pre-Seed to Seed,Fintech / Social / Consumer,https://linkedin.com/in/howardlindzon,https://socialleverage.com,socialleverage.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Fintech / Social / Consumer. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://socialleverage.com,None,Not Contacted,,Medium,Medium
Dave McClure,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Global / Diverse Founders,https://linkedin.com/in/davemcclure,https://500.co,500.co,Tier 2 - Super Angel,7/10,Individual Angel focused on Consumer / Global / Diverse Founders. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://500.co,None,Not Contacted,,Medium,Medium
Josh Felser,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / Consumer / Cannabis,https://linkedin.com/in/joshfelser,https://freestyle.vc,freestyle.vc,Tier 2 - Super Angel,8/10,Individual Angel focused on Enterprise / Consumer / Cannabis. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://freestyle.vc,None,Not Contacted,,Medium,Medium
Andy Weissman,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Consumer / Web3 / Developer,https://linkedin.com/in/andyweissman,https://usv.com,usv.com,Tier 2 - Super Angel,7/10,Individual Angel focused on Consumer / Web3 / Developer. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Fred Wilson,,New York,NY,US,Individual Angel,Seed to Series A,Consumer / Enterprise / Crypto,https://linkedin.com/in/fredwilson,https://usv.com,usv.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Consumer / Enterprise / Crypto. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Albert Wenger,,New York,NY,US,Individual Angel,Seed to Series A,Deep Tech / AI / Climate,https://linkedin.com/in/albertwenger,https://usv.com,usv.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Deep Tech / AI / Climate. Stage: Seed to Series A. Check: $25K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Brad Burnham,,New York,NY,US,Individual Angel,Seed to Series A,Enterprise / Infrastructure / Web3,https://linkedin.com/in/bradburnham,https://usv.com,usv.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Enterprise / Infrastructure / Web3. Stage: Seed to Series A. Check: $25K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Miriam Rivera,,Palo Alto,CA,US,Individual Angel,Pre-Seed to Seed,Enterprise / SaaS / Diverse Founders,https://linkedin.com/in/miriamrivera,https://uluventures.com,uluventures.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Enterprise / SaaS / Diverse Founders. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://uluventures.com,None,Not Contacted,,Medium,Medium
